,Goals,Shots,G/Sh,Assists,PasCmp,Touches,DriPast,CarTotDist,Crs,GCA,TklWon,Press,Clr,Int,Blocks,Fls,AerWon
1414,0.0,0.4,0.0,0.0,51.8,67.0,0.29,186.8,1.31,0.06,0.63,9.43,1.14,0.8,1.2,0.91,0.8
1415,0.0,0.19,0.0,0.0,38.1,54.9,0.06,146.3,0.13,0.0,1.1,8.19,4.58,1.48,1.87,1.74,2.13
1418,0.0,0.15,0.0,0.0,25.9,39.7,0.45,92.9,0.61,0.0,0.45,8.33,3.64,1.67,2.27,0.91,1.06
1420,0.0,0.16,0.0,0.0,52.1,69.5,0.48,204.0,0.0,0.0,1.75,9.52,6.51,2.38,2.38,0.95,2.54
1421,0.0,0.63,0.0,0.0,39.2,57.3,0.22,176.9,0.19,0.11,1.23,8.62,3.98,1.67,1.93,1.38,2.6
1423,0.0,0.65,0.0,0.03,34.2,59.6,1.02,108.5,1.55,0.16,1.34,13.9,2.42,1.8,2.52,1.71,2.45
1425,0.0,0.08,0.0,0.0,36.9,57.0,0.0,167.8,0.04,0.0,1.22,9.66,5.49,2.36,2.11,0.59,1.43
1427,0.0,0.69,0.0,0.06,38.3,60.8,0.92,150.9,1.32,0.17,1.26,17.6,2.01,2.41,2.41,0.52,0.98
1428,0.0,0.18,0.0,0.0,34.5,52.3,0.54,186.4,0.0,0.06,1.45,13.6,4.16,2.17,2.47,0.9,1.93
1429,0.09,0.77,0.12,0.05,36.2,53.2,0.05,166.3,0.0,0.05,1.09,7.56,5.48,1.72,1.49,1.0,1.54
1432,0.0,0.11,0.0,0.07,66.9,83.4,0.14,336.0,0.14,0.14,0.6,8.74,3.82,1.05,1.3,0.88,1.26
1433,0.0,0.82,0.0,0.14,41.5,62.1,1.09,200.2,2.86,0.18,0.73,10.6,2.09,1.27,1.86,1.27,1.5
1435,0.0,0.71,0.0,0.0,53.1,64.8,0.11,274.1,0.0,0.04,1.12,7.69,3.51,1.64,0.75,0.78,3.25
1436,0.1,0.39,0.25,0.2,43.0,71.0,0.2,204.9,2.84,0.29,1.86,13.5,2.94,1.08,2.35,1.67,4.41
1439,0.0,0.41,0.0,0.1,75.1,90.7,0.46,277.9,1.44,0.26,0.82,8.41,1.23,1.28,1.03,0.36,1.08
1440,0.03,0.92,0.04,0.07,36.6,59.2,1.81,259.0,1.13,0.27,0.92,12.5,1.5,1.91,1.81,0.99,1.09
1441,0.0,0.29,0.0,0.0,47.4,62.4,1.76,237.1,0.29,0.0,1.47,16.5,3.24,2.65,1.76,1.18,0.59
1442,0.0,0.25,0.0,0.0,46.7,68.5,1.91,200.7,1.11,0.05,1.26,11.3,2.41,2.56,2.81,0.95,0.95
1443,0.0,0.36,0.0,0.0,49.6,73.0,0.65,192.6,1.09,0.07,1.01,10.3,3.77,1.96,1.92,1.09,2.9
1447,0.13,0.57,0.22,0.0,58.7,82.6,0.44,314.3,0.25,0.06,0.82,7.42,5.09,1.57,2.26,1.13,4.09
1452,0.0,0.38,0.0,0.0,48.1,66.0,0.25,245.5,0.13,0.03,0.72,7.88,3.56,2.06,1.69,0.69,2.13
1453,0.12,0.71,0.17,0.15,33.2,56.0,0.71,135.2,1.73,0.28,1.33,14.9,1.76,1.42,2.22,1.2,1.48
1455,0.06,0.67,0.08,0.0,35.9,60.2,1.01,128.3,2.19,0.06,1.12,10.5,2.58,2.19,2.08,0.84,1.29
1456,0.0,0.17,0.0,0.04,38.2,60.1,0.76,213.4,0.76,0.08,1.23,13.4,1.99,2.58,2.16,1.1,0.93
1462,0.0,0.0,0.0,0.0,35.0,57.5,0.0,197.5,0.0,0.0,1.11,11.7,4.72,2.5,1.94,0.28,3.33
1465,0.0,0.68,0.0,0.09,45.7,64.4,0.6,289.7,0.09,0.26,2.05,12.8,3.85,1.71,2.22,0.85,2.22
1470,0.1,0.49,0.2,0.15,39.0,55.2,0.15,150.8,0.2,0.15,0.54,7.49,3.89,2.36,1.82,1.23,2.41
1473,0.0,0.28,0.0,0.0,77.3,97.5,0.38,325.0,0.19,0.09,0.66,10.2,4.06,2.26,1.6,1.13,5.09
1476,0.0,0.46,0.0,0.0,36.6,58.5,0.31,122.3,1.85,0.08,1.69,13.2,2.85,0.92,2.23,1.69,2.15
1477,0.0,1.02,0.0,0.0,44.9,71.9,2.05,311.3,2.05,0.11,2.39,20.3,0.91,2.73,2.05,1.14,0.23
1480,0.0,0.0,0.0,0.0,44.5,64.7,0.78,199.6,0.98,0.2,0.98,14.5,2.16,2.16,0.98,1.96,0.98
1482,0.0,0.47,0.0,0.0,36.7,59.2,0.71,175.6,1.73,0.0,0.94,18.5,1.26,1.81,2.05,1.34,1.18
1483,0.04,1.42,0.03,0.19,48.1,67.7,0.96,241.8,3.18,0.38,0.69,15.3,0.65,0.8,2.03,1.34,0.54
1485,0.0,0.86,0.0,0.08,45.7,69.5,1.19,226.8,2.4,0.16,1.13,11.6,1.16,2.29,1.67,0.78,0.78
1486,0.0,0.42,0.0,0.0,33.2,53.0,1.13,122.5,0.14,0.0,2.39,14.5,2.54,2.96,1.97,1.83,2.54
1489,0.0,0.41,0.0,0.0,35.8,52.1,0.55,158.5,0.27,0.07,0.68,12.4,4.11,2.26,1.58,1.3,4.18
1490,0.0,1.03,0.0,0.34,81.6,99.4,0.52,321.0,2.41,0.86,0.95,8.1,1.12,1.55,1.55,0.95,1.47
1492,0.04,0.3,0.14,0.0,36.6,52.2,0.13,147.1,0.09,0.0,0.22,4.63,6.06,2.03,1.65,0.52,2.38
1493,0.0,0.49,0.0,0.05,50.2,65.2,0.16,271.9,0.22,0.0,0.82,8.52,3.44,1.69,1.48,1.42,2.62
